,INDICATOR,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG
954,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1993,17,15-19 years,2.1,10.8,
955,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1994,18,15-19 years,2.1,10.9,
956,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1995,19,15-19 years,2.1,10.3,
957,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1996,20,15-19 years,2.1,9.6,
958,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1997,21,15-19 years,2.1,9.3,
959,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1998,22,15-19 years,2.1,8.8,
960,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,1999,23,15-19 years,2.1,8.0,
961,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2000,24,15-19 years,2.1,8.0,
962,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2001,25,15-19 years,2.1,7.9,
963,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2002,26,15-19 years,2.1,7.3,
964,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2003,27,15-19 years,2.1,7.2,
965,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2004,28,15-19 years,2.1,8.1,
966,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2005,29,15-19 years,2.1,7.5,
967,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2006,30,15-19 years,2.1,7.1,
968,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2007,31,15-19 years,2.1,6.7,
969,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2008,32,15-19 years,2.1,7.2,
970,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2009,33,15-19 years,2.1,7.5,
971,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2010,34,15-19 years,2.1,7.5,
972,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2011,35,15-19 years,2.1,8.3,
973,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2012,36,15-19 years,2.1,8.3,
974,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2013,37,15-19 years,2.1,8.3,
975,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2014,38,15-19 years,2.1,8.7,
976,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2015,39,15-19 years,2.1,9.8,
977,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2016,40,15-19 years,2.1,10.0,
978,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2017,41,15-19 years,2.1,11.8,
979,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,15-19 years,1.21,2018,42,15-19 years,2.1,11.4,
980,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1950,1,20-24 years,2.2,6.2,
981,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1960,2,20-24 years,2.2,7.1,
982,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1970,3,20-24 years,2.2,12.2,
983,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1980,4,20-24 years,2.2,16.1,
984,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1981,5,20-24 years,2.2,15.7,
985,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1982,6,20-24 years,2.2,15.2,
986,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1983,7,20-24 years,2.2,14.6,
987,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1984,8,20-24 years,2.2,15.5,
988,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1985,9,20-24 years,2.2,15.4,
989,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1986,10,20-24 years,2.2,15.5,
990,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1987,11,20-24 years,2.2,15.0,
991,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1988,12,20-24 years,2.2,14.6,
992,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1989,13,20-24 years,2.2,14.9,
993,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1990,14,20-24 years,2.2,15.1,
994,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1991,15,20-24 years,2.2,14.8,
995,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1992,16,20-24 years,2.2,14.8,
996,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1993,17,20-24 years,2.2,15.6,
997,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1994,18,20-24 years,2.2,16.1,
998,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1995,19,20-24 years,2.2,15.8,
999,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1996,20,20-24 years,2.2,14.2,
1000,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1997,21,20-24 years,2.2,13.3,
1001,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1998,22,20-24 years,2.2,13.2,
1002,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,1999,23,20-24 years,2.2,12.3,
1003,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2000,24,20-24 years,2.2,12.5,
1004,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2001,25,20-24 years,2.2,11.9,
1005,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2002,26,20-24 years,2.2,12.3,
1006,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2003,27,20-24 years,2.2,12.1,
1007,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2004,28,20-24 years,2.2,12.5,
1008,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2005,29,20-24 years,2.2,12.4,
1009,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2006,30,20-24 years,2.2,12.5,
1010,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2007,31,20-24 years,2.2,12.6,
1011,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2008,32,20-24 years,2.2,12.7,
1012,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2009,33,20-24 years,2.2,12.6,
1013,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2010,34,20-24 years,2.2,13.6,
1014,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2011,35,20-24 years,2.2,13.6,
1015,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2012,36,20-24 years,2.2,13.7,
1016,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2013,37,20-24 years,2.2,13.7,
1017,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2014,38,20-24 years,2.2,14.2,
1018,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2015,39,20-24 years,2.2,15.1,
1019,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2016,40,20-24 years,2.2,16.1,
1020,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2017,41,20-24 years,2.2,17.0,
1021,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,20-24 years,1.22,2018,42,20-24 years,2.2,17.4,
1022,Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Age,1,25-44 years,1.3,1950,1,25-44 years,3.0,11.6,
